,mark,model,description,fuel,km,year,gearbox,price,power,isautoscout,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad
10180,DS,Ds 3 Crossback,E-Tense Grand Chic 4cv,Electrique,33303.0,2020,Automatique,16579.0,141.74541864139022,0,0,0,1,1,1,1,1
10181,RENAULT,Clio,1.6 E-Tech 140ch Limited -21,Hybride,64135.0,2021,Automatique,16579.0,140.0,0,1,1,1,1,0,0,1
10182,PEUGEOT,3008,1.2 PureTech 130ch E6.c GT Line S&S,Essence,101657.0,2017,Manuelle,16579.0,130.0,0,0,0,0,0,0,0,0
10183,RENAULT,Scenic,1.2 TCe 130ch energy Intens,Essence,109783.0,2017,Manuelle,16579.0,130.0,0,0,1,1,1,1,1,1
10184,PEUGEOT,3008,1.2 PureTech 130ch E6.c GT Line S&S,Essence,101657.0,2017,Manuelle,16499.0,130.0,0,0,0,0,0,0,0,0
10185,RENAULT,Scenic,1.2 TCe 130ch energy Intens,Essence,109783.0,2017,Manuelle,16499.0,130.0,0,0,1,1,1,1,1,1
10186,CITROEN,C3,1.5 BlueHDi 100ch S&S BVM 6 Feel Nav,Diesel,49702.0,2020,Manuelle,16499.0,100.0,0,1,0,1,1,1,0,0
10187,PEUGEOT,508,HYBRID 225ch GT Pack e-EAT8,Hybride R,37729.0,2021,Automatique,16499.0,225.0,0,1,0,1,0,1,1,1
10188,MG,Marvel R,EV 180ch - 70kWh Luxury 2WD,Electrique,13500.0,2022,Automatique,16499.0,180.0,0,0,0,1,1,1,0,1
10189,MERCEDES,Gla,180 122ch Intuition 7G-DCT Euro6d-T,Essence,55978.0,2020,Automatique,16499.0,122.0,0,1,0,1,1,0,0,0
10190,RENAULT,Clio,1.0 TCe 90ch Evolution,Essence,14504.0,2023,Manuelle,16499.0,90.0,0,1,1,1,1,0,0,1
10191,PEUGEOT,308,1.2 PureTech 130ch E6.c S&S Allure EAT8,Essence,87068.0,2018,Automatique,16499.0,130.0,0,1,0,1,1,1,0,1
10192,DACIA,Duster,1.0 ECO-G 100ch Journey + 4x2,Gpl,9500.0,2024,Manuelle,16499.0,100.0,0,1,0,1,1,1,0,1
10193,PEUGEOT,Partner,Standard 650kg BlueHDi 100ch S&S BVM5 Asphalt,Diesel,42205.0,2020,Manuelle,16499.0,100.0,0,0,0,1,1,0,1,1
10194,MERCEDES,Gla,200 d Sensation 7G-DCT,Diesel,133412.0,2016,Automatique,16499.0,141.74541864139022,0,1,1,1,1,1,1,0
10195,BMW,X1,sDrive20d 190ch M Sport,Diesel,24628.0,2020,Automatique,16499.0,190.0,0,0,0,1,1,1,1,1
10196,PEUGEOT,3008,1.5 BlueHDi 130ch E6.c Allure S&S,Diesel,102510.0,2018,Manuelle,16499.0,130.0,0,0,0,0,0,0,0,0
10197,CITROEN,C3 Aircross,BlueHDi 120ch S&S Shine EAT6,Diesel,119267.0,2021,Automatique,16499.0,120.0,0,1,1,1,1,1,0,1
10198,DACIA,Spring,Confort Plus - Achat Intégral,Electrique,4797.0,2021,Automatique,16499.0,141.74541864139022,0,1,0,0,1,0,1,1
10199,FORD,Transit Courier,1.0 EcoBoost 100ch Trend,Essence,100.0,2023,Manuelle,16499.0,100.0,0,0,0,1,1,0,0,1
10200,DACIA,Spring,Confort Plus - Achat Intégral,Electrique,10732.0,2022,Automatique,16499.0,141.74541864139022,0,1,0,0,1,0,1,1
10201,RENAULT,Kadjar,1.2 TCe 130ch energy Zen,Essence,85020.0,2016,Manuelle,16499.0,130.0,0,1,0,1,1,1,0,1
10202,OPEL,Mokka,1.2 Turbo 100ch Elegance,Essence,4169.0,2023,Manuelle,16499.0,100.0,0,1,1,1,1,1,1,1
10203,DACIA,Jogger,1.0 ECO-G 100ch Confort 7 places,Gpl,25055.0,2022,Manuelle,16499.0,100.0,0,1,1,1,1,0,0,1
10204,MINI,Mini,Cooper 136ch Edition Camden,Essence,50918.0,2022,Manuelle,16499.0,136.0,0,0,1,1,1,1,0,1
10205,PEUGEOT,208,e-208 136ch Active,Electrique,38920.0,2020,Automatique,16499.0,136.0,0,1,0,1,1,1,0,0
10206,BMW,Serie 2 Active Tourer,230e 326ch xDrive M Sport DKG7,Hybride R,1020.0,2023,Automatique,16499.0,326.0,0,1,1,1,1,1,0,1
10207,CITROEN,C3,BlueHDi 75 Feel Edition,Diesel,94358.0,2016,Manuelle,16499.0,141.74541864139022,0,1,0,0,1,0,0,0
10208,ALFA ROMEO,Tonale,1.5 Hybrid 160ch Ti TCT,Essence M,34870.0,2022,Automatique,16499.0,160.0,0,0,1,1,1,1,1,1
10209,PEUGEOT,208,e-208 136ch Active Business,Electrique,14399.0,2021,Automatique,16499.0,136.0,0,1,0,1,1,1,0,1
10210,RENAULT,Scenic,1.3 TCe 140ch energy Intens EDC,Essence,41366.0,2018,Automatique,16499.0,140.0,0,0,1,1,1,1,1,1
10211,PEUGEOT,3008,1.2 PureTech 130ch Allure S&S,Essence,99566.0,2017,Manuelle,16499.0,130.0,0,1,0,1,1,1,0,1
10212,FORD,Puma,1.0 Flexifuel 125ch Titanium,Essence B,19850.0,2022,Manuelle,16499.0,125.0,0,1,0,1,1,0,0,1
10213,BMW,Serie 3 Touring,330eA 292ch M Sport,Hybride R,47494.0,2022,Automatique,16499.0,292.0,0,0,1,1,1,1,1,1
10214,SEAT,Ibiza,1.0 MPI 80ch Start/Stop Reference Euro6d-T,Essence,30000.0,2020,Manuelle,12799.0,80.0,0,1,0,0,1,0,0,0
10215,RENAULT,Captur,1.5 Blue dCi 115ch Intens,Diesel,77515.0,2020,Manuelle,12799.0,115.0,0,1,1,1,1,1,0,1
10216,RENAULT,Captur,1.6 E-Tech hybride rechargeable 160ch Intens -21,Hybride R,35935.0,2021,Automatique,12799.0,160.0,0,1,1,1,1,1,0,1
10217,NISSAN,Juke,1.0 DIG-T 114ch Tekna 2021.5,Essence,15891.0,2022,Manuelle,12799.0,114.0,0,0,1,1,1,1,1,1
10218,TOYOTA,Corolla,122h Design MY22,Hybride,11500.0,2022,Automatique,12799.0,141.74541864139022,0,1,1,1,1,1,1,0
10219,PEUGEOT,308,e-308 156ch GT,Electrique,2000.0,2024,Automatique,12799.0,156.0,0,1,1,1,0,1,1,1
10220,MINI,Cabrio,Cooper 136ch Edition Premium Plus BVA7,Essence,100.0,2023,Automatique,12799.0,136.0,0,0,0,1,1,1,1,1
10221,RENAULT,Kangoo,1.5 dCi 75ch energy Zen FT Euro6,Diesel,71072.0,2017,Manuelle,12799.0,75.0,0,1,0,1,1,0,0,0
10222,CITROEN,C5 X,Hybride rechargeable 225ch Shine Pack ëEAT8,Hybride,10.0,2023,Automatique,12799.0,225.0,0,0,0,1,1,1,1,1
10223,PEUGEOT,2008,1.2 PureTech 82ch Style,Essence,113231.0,2018,Manuelle,12799.0,82.0,0,1,1,1,0,0,0,0
10224,SKODA,Yeti,2.0 TDI 110 SCR Active Green Tec 4x2,Diesel,79352.0,2015,Manuelle,12799.0,141.74541864139022,0,1,0,1,0,0,0,0
10225,MERCEDES,Cla,180 d 116ch AMG Line 8G-DCT,Diesel,5913.0,2022,Automatique,12799.0,116.0,0,0,1,1,1,1,1,1
10226,PEUGEOT,3008,HYBRID 225ch Allure e-EAT8,Hybride,30270.0,2021,Automatique,12799.0,225.0,0,0,1,1,1,1,1,1
10227,LEXUS,Nx,350h 2WD Luxe MY24,Hybride,6000.0,2024,Automatique,12799.0,141.74541864139022,0,0,0,1,1,1,1,1
10228,RENAULT,Captur,1.3 TCe mild hybrid 160ch RS Line EDC,Essence M,35753.0,2023,Automatique,12799.0,160.0,0,0,1,1,1,1,1,1
10229,BMW,Serie 3 Touring,330eA xDrive 292ch M Sport,Hybride R,72385.0,2020,Automatique,12799.0,292.0,0,0,0,0,0,0,0,0
10230,PEUGEOT,3008,HYBRID4 300ch GT e-EAT8,Hybride,27324.0,2020,Automatique,12799.0,300.0,0,0,1,1,1,1,1,1
10231,PEUGEOT,2008,1.5 BlueHDi 130ch S&S Allure EAT8,Diesel,50.0,2023,Automatique,12799.0,130.0,0,1,1,1,1,1,0,1
10232,NISSAN,Micra,1.0 IG-T 92ch Acenta 2021.5,Essence,29824.0,2022,Manuelle,12799.0,92.0,0,1,0,1,1,0,0,0
10233,PEUGEOT,Partner,Standard 650kg BlueHDi 100ch S&S BVM5 Asphalt,Diesel,77072.0,2020,Manuelle,12799.0,100.0,0,0,0,1,1,0,1,1
10234,PEUGEOT,2008,1.2 PureTech 130ch S&S Allure 124g,Essence,31594.0,2020,Manuelle,12799.0,130.0,0,1,1,1,1,1,0,0
10235,PEUGEOT,308,1.2 PureTech 110ch S&S Active Pack,Essence,32769.0,2021,Manuelle,12799.0,110.0,0,1,0,1,1,1,0,1
10236,SKODA,Enyaq Iv,iV 204ch Version 80,Electrique,6000.0,2023,Automatique,12799.0,204.0,0,0,0,1,1,1,1,1
10237,PEUGEOT,308 Sw,1.5 BlueHDi 130ch S&S Allure EAT8,Diesel,22403.0,2023,Automatique,12799.0,130.0,0,1,1,1,0,1,1,1
10238,RENAULT,Megane,E-Tech Electric EV60 220ch Techno super charge,Electrique,24671.0,2022,Automatique,12799.0,220.0,0,0,1,1,1,1,1,1
10239,MINI,Mini,Cooper 136ch Edition Camden,Essence,46564.0,2021,Manuelle,12799.0,136.0,0,0,1,1,1,1,0,1
10240,PEUGEOT,208,1.2 PureTech 82ch Style 5p,Essence,59471.0,2016,Manuelle,12799.0,82.0,0,1,0,1,0,0,0,1
10241,PEUGEOT,208,1.2 PureTech 75ch S&S Active Pack,Essence,13068.0,2022,Manuelle,12799.0,75.0,0,1,0,1,1,0,0,1
10242,RENAULT,Arkana,1.6 E-Tech 145ch RS Line -21B,Hybride,44343.0,2021,Automatique,12799.0,145.0,0,0,0,1,1,1,1,1
10243,RENAULT,Captur,1.0 TCe 100ch Zen GPL - 20,Gpl,53000.0,2021,Manuelle,12799.0,100.0,0,1,1,1,1,0,0,0
10244,PEUGEOT,208,1.2 PureTech 100ch S&S Allure Pack 118g,Essence,11000.0,2023,Manuelle,18499.0,100.0,0,0,0,1,1,1,1,1
10245,PEUGEOT,208,1.2 PureTech 75ch S&S Like,Essence,14422.0,2021,Manuelle,18499.0,75.0,0,1,0,1,1,0,0,0
10246,TOYOTA,Rav4,197 Hybride Dynamic 2WD CVT,Hybride,146643.0,2016,Automatique,18499.0,141.74541864139022,0,1,1,1,1,1,1,1
10247,RENAULT,Megane,1.5 Blue dCi 115ch Limited,Diesel,82947.0,2019,Manuelle,18499.0,115.0,0,1,0,1,1,1,0,1
10248,PEUGEOT,308,PHEV 180ch Allure Pack e-EAT8,Hybride R,5500.0,2023,Automatique,18499.0,180.0,0,1,1,1,0,1,1,1
10249,VOLKSWAGEN,T-Cross,1.0 TSI 110ch Lounge,Essence,40000.0,2021,Manuelle,18499.0,110.0,0,1,0,1,1,0,1,0
10250,RENAULT,Clio,1.0 TCe 90ch Intens -21N,Essence,39812.0,2021,Manuelle,18499.0,90.0,0,1,1,1,1,1,0,1
10251,PEUGEOT,308,1.6 THP 205ch GT S&S 5p,Essence,88167.0,2016,Manuelle,18499.0,205.0,0,1,1,1,0,1,0,0
10252,MERCEDES,Cla Shooting Brake,200 d 150ch AMG Line 8G-DCT,Diesel,7244.0,2023,Automatique,18499.0,150.0,0,0,1,1,1,1,1,1
10253,KIA,Picanto,1.0 DPi 67ch GT Line,Essence,12569.0,2023,Manuelle,18499.0,67.0,0,1,0,1,1,0,1,0
10254,DS,Ds 3 Crossback,E-Tense Rivoli,Electrique,3000.0,2022,Automatique,18499.0,141.74541864139022,0,1,0,1,1,1,1,1
10255,RENAULT,Clio,1.0 TCe 90ch Techno,Essence,12012.0,2023,Manuelle,18499.0,90.0,0,0,1,1,1,1,1,1
10256,CITROEN,C4 X,BlueHDi 130ch S&S Shine Pack EAT8,Diesel,15000.0,2023,Automatique,18499.0,130.0,0,0,0,1,1,1,1,1
10257,KIA,Picanto,1.0 67ch Active Euro6d-T,Essence,36491.0,2018,Manuelle,18499.0,67.0,0,1,0,1,1,0,0,0
10258,RENAULT,Clio,1.5 dCi 90ch energy Intens 5p,Diesel,58241.0,2018,Manuelle,18499.0,90.0,0,1,1,1,1,1,0,0
10259,MERCEDES,Classe S,560 Maybach 4Matic 9G-Tronic,Essence,127191.0,2018,Automatique,18499.0,141.74541864139022,0,0,0,1,1,1,1,1
10260,LAND-ROVER,Range Rover Sport,5.0 V8 S/C 575ch SVR Mark VII,Essence,87913.0,2019,Automatique,18499.0,575.0,0,0,1,1,1,1,1,1
10261,PEUGEOT,208,1.5 BlueHDi 100ch S&S Active,Diesel,70940.0,2021,Manuelle,18499.0,100.0,0,1,0,1,1,0,0,0
10262,TOYOTA,C-Hr,184h GR-Sport 2WD E-CVT MY20,Hybride,41797.0,2021,Automatique,18499.0,141.74541864139022,0,1,1,1,1,1,1,1
10263,DS,Ds 3 Crossback,E-Tense Performance Line + 4cv,Electrique,1765.0,2022,Automatique,18499.0,141.74541864139022,0,1,0,1,1,1,0,1
10264,RENAULT,Clio,1.0 TCe 100ch Evolution GPL,Gpl,6699.0,2023,Manuelle,18499.0,100.0,0,1,1,1,1,0,0,1
10265,LAND-ROVER,Range Rover,2.0 P400e 404ch Autobiography SWB Mark VII,Hybride R,88533.0,2018,Automatique,18499.0,404.0,0,0,0,1,1,1,1,1
10266,RENAULT,Trafic,SpaceNomad VAN equilibre blue dCi 150 EDC,Diesel,200.0,2023,Automatique,18499.0,141.74541864139022,0,0,1,1,1,0,0,1
10267,RENAULT,Clio,1.3 TCe 140ch Techno,Essence,19000.0,2023,Manuelle,18499.0,140.0,0,0,1,1,1,1,1,1
10268,VOLKSWAGEN,Polo,1.0 TSI 95ch Life,Essence,14800.0,2023,Manuelle,18499.0,95.0,0,1,1,1,1,0,0,1
10269,PEUGEOT,2008,1.2 PureTech 100ch S&S Style,Essence,20544.0,2022,Manuelle,18499.0,100.0,0,1,1,1,1,1,0,1
10270,BMW,Serie 1,118iA 136ch Business Design DKG7,Essence,27432.0,2021,Automatique,18499.0,136.0,0,0,1,1,1,1,1,0
10271,RENAULT,Captur,1.3 TCe 140ch FAP Zen EDC -21,Essence M,48085.0,2021,Automatique,18499.0,140.0,0,1,1,1,1,0,0,0
10272,PEUGEOT,2008,1.2 PureTech 100ch S&S Active,Essence,6000.0,2023,Manuelle,18499.0,100.0,0,1,1,1,1,1,0,1
10273,CITROEN,C3,1.2 PureTech 83ch S&S C-Series 123g,Essence,36567.0,2021,Manuelle,18499.0,83.0,0,0,0,1,1,1,0,1
10274,FIAT,500,1.0 70ch BSG S&S Dolcevita,Essence M,14554.0,2023,Manuelle,13680.0,70.0,0,1,0,1,1,0,0,0
10275,PEUGEOT,208,e-208 156ch GT,Electrique,6000.0,2023,Automatique,13680.0,156.0,0,0,0,1,1,1,1,1
10276,LAND-ROVER,Range Rover Velar,3.0D V6 300ch R-Dynamic HSE AWD BVA,Diesel,115218.0,2018,Automatique,13680.0,300.0,0,0,0,1,1,1,1,1
10277,RENAULT,Scenic,1.7 Blue dCi 120ch Intens,Diesel,58818.0,2019,Manuelle,13680.0,120.0,0,0,1,1,1,1,1,1
10278,BMW,Serie 5,i5 M60 xDrive40 601ch,Electrique,100.0,2023,Automatique,13680.0,601.0,0,0,1,1,1,1,1,1
10279,RENAULT,Megane,E-Tech Electric EV60 220ch Equilibre optimum charge,Electrique,9000.0,2023,Automatique,13680.0,220.0,0,1,1,1,1,0,1,1
10280,RENAULT,Twingo,E-Tech Electric Life R80 Achat Intégral - 21MY,Electrique,9847.0,2022,Automatique,13680.0,141.74541864139022,0,1,0,0,0,0,0,0
10281,RENAULT,Clio,1.0 TCe 100ch Intens GPL -21N,Gpl,30490.0,2021,Manuelle,13680.0,100.0,0,1,1,1,1,1,0,1
10282,CITROEN,C4,PureTech 130ch S&S C-Series EAT8,Essence,4300.0,2023,Automatique,13680.0,130.0,0,0,0,1,1,1,1,1
10283,PEUGEOT,5008,2.0 BlueHDi 180ch S&S GT EAT8,Diesel,118990.0,2018,Automatique,13680.0,180.0,0,0,0,0,0,0,0,0
10284,FORD,Fiesta,1.0 Flexifuel 95ch ST-Line 5p,Essence B,7500.0,2023,Manuelle,13680.0,95.0,0,1,1,1,0,1,0,1
10285,RENAULT,Kadjar,1.3 TCe 140ch FAP Business - 21,Essence,39437.0,2021,Manuelle,13680.0,140.0,0,1,0,1,1,1,1,1
10286,BMW,Z4 Roadster,sDrive20i 197ch M Sport,Essence,24446.0,2021,Manuelle,13680.0,197.0,0,0,1,1,1,1,0,1
10287,RENAULT,Zoe,E-Tech Business charge normale R110 Achat Intégral - 21,Electrique,19141.0,2021,Automatique,13680.0,141.74541864139022,0,1,1,1,1,1,0,0
10288,PEUGEOT,308,PHEV 180ch Allure Pack e-EAT8,Hybride R,21380.0,2022,Automatique,13680.0,180.0,0,1,1,1,0,1,1,1
10289,LAND-ROVER,Range Rover Velar,2.0D 240ch R-Dynamic SE AWD BVA,Diesel,116179.0,2018,Automatique,13680.0,240.0,0,0,0,1,1,1,1,1
10290,RENAULT,Captur,1.3 TCe 150ch FAP Intens EDC,Essence,29650.0,2018,Automatique,13680.0,150.0,0,1,1,1,1,1,0,1
10291,VOLKSWAGEN,Tiguan,1.5 TSI 150ch Life Business DSG7,Essence,13358.0,2023,Automatique,13680.0,150.0,0,1,1,1,1,1,0,0
10292,PEUGEOT,208,1.2 PureTech 75ch S&S Active Pack,Essence,15902.0,2021,Manuelle,13680.0,75.0,0,1,0,1,1,0,0,1
10293,RENAULT,Grand Scenic,1.3 TCe 140ch Limited EDC - 21,Essence,33500.0,2021,Automatique,13680.0,140.0,0,1,1,1,1,1,0,1
10294,RENAULT,Koleos,1.3 TCe 160ch Initiale Paris EDC TOIT PANO OUVRANT GTIE 07/25,Essence,6500.0,2023,Automatique,13680.0,160.0,0,0,0,1,1,1,1,1
10295,RENAULT,Clio,1.3 TCe 130ch FAP RS Line EDC,Essence,67657.0,2020,Automatique,13680.0,130.0,0,1,1,1,1,1,0,1
10296,CITROEN,C4 Cactus,PureTech 110 Shine Edition S&S,Essence,86643.0,2016,Manuelle,13680.0,141.74541864139022,0,1,0,1,1,0,0,1
10297,PEUGEOT,408,1.2 PureTech 130ch S&S GT EAT8,Essence,3215.0,2023,Automatique,13680.0,130.0,0,0,1,1,1,1,1,1
10298,PEUGEOT,308,1.2 PureTech 130ch S&S Allure Pack,Essence,12670.0,2023,Manuelle,13680.0,130.0,0,1,1,1,0,1,1,1
10299,MERCEDES,Eqa,250 190ch AMG Line,Electrique,46323.0,2021,Automatique,13680.0,190.0,0,0,1,0,1,1,1,1
10300,CITROEN,C4,PureTech 130ch S&S Feel EAT8,Essence,22713.0,2021,Automatique,13680.0,130.0,0,1,1,1,1,1,0,1
10301,RENAULT,Trafic Combi,L1 1.6 dCi 95ch Stop&Start Zen 8 places,Diesel,13470.0,2018,Manuelle,13680.0,95.0,0,1,0,1,1,0,0,0
10302,PEUGEOT,208,1.2 PureTech 100ch S&S Active Pack,Essence,8735.0,2022,Manuelle,13680.0,100.0,0,1,0,1,1,0,0,1
10303,FORD,Fiesta,1.0 EcoBoost 95ch Titanium 5p,Essence,42078.0,2020,Manuelle,13680.0,95.0,0,1,1,1,0,1,0,1
10304,CITROEN,C3 Aircross,PureTech 110ch S&S Shine EAT6 E6.d-TEMP 114g,Essence,61118.0,2019,Automatique,15499.0,110.0,0,1,0,1,1,1,0,1
10305,PEUGEOT,208,1.2 PureTech 75ch S&S Style,Essence,10818.0,2022,Manuelle,15499.0,75.0,0,1,1,1,1,0,0,1
10306,MERCEDES,Classe A,250 Fascination 4Matic 7G-DCT,Essence,29728.0,2016,Automatique,15499.0,141.74541864139022,0,0,0,1,1,1,1,1
10307,PEUGEOT,208,e-208 136ch GT Line,Electrique,27000.0,2021,Automatique,15499.0,136.0,0,0,0,1,1,1,1,1
10308,DS,Ds 4,PureTech 180ch Performance Line + Automatique,Essence,16600.0,2022,Automatique,15499.0,180.0,0,1,1,1,1,1,1,1
10309,VOLKSWAGEN,Golf,2.0 TSI 333ch R 20 ans 4Motion DSG7,Essence,5000.0,2024,Automatique,15499.0,333.0,0,0,0,1,1,1,1,1
10310,OPEL,Crossland X,1.2 Turbo 110ch Design 120 ans Euro 6d-T,Essence,85466.0,2019,Manuelle,15499.0,110.0,0,1,1,1,1,1,0,1
10311,CITROEN,C5 Aircross,BlueHDi 130ch S&S Feel EAT8,Diesel,9520.0,2022,Automatique,15499.0,130.0,0,1,1,1,1,1,0,1
10312,MERCEDES,Cla Shooting Brake,180 d 116ch AMG Line 7G-DCT,Diesel,109364.0,2019,Automatique,15499.0,116.0,0,0,1,1,1,1,1,1
10313,RENAULT,Captur,1.0 TCe 90ch Techno,Essence,4096.0,2023,Manuelle,15499.0,90.0,0,0,1,1,1,1,1,1
10314,RENAULT,Kangoo Van,L1 1.5 Blue dCi 95ch Extra - 22,Diesel,10.0,2023,Manuelle,15499.0,95.0,0,0,0,1,1,0,1,1
10315,MERCEDES,Glc,220 d 170ch Sportline 4Matic 9G-Tronic Euro6c,Diesel,93439.0,2018,Automatique,15499.0,170.0,0,1,1,1,1,1,0,1
10316,PEUGEOT,308,1.2 PureTech 130ch S&S Allure Pack EAT8,Essence,14496.0,2023,Automatique,15499.0,130.0,0,1,1,1,0,1,1,1
10317,RENAULT,Arkana,1.6 E-Tech hybride 145ch Evolution -22,Hybride,5839.0,2023,Automatique,15499.0,145.0,0,0,1,1,1,1,1,1
10318,RENAULT,Captur,1.0 TCe 90ch Techno,Essence,9990.0,2023,Manuelle,15499.0,90.0,0,0,1,1,1,1,1,1
10319,SKODA,Scala,1.5 TSI 150ch Ambition,Essence,5000.0,2023,Manuelle,15499.0,150.0,0,1,1,1,1,1,0,1
10320,OPEL,Astra,1.2 Turbo 130ch Elegance 7cv,Essence,45896.0,2020,Manuelle,15499.0,130.0,0,1,1,1,1,1,0,0
10321,SEAT,Leon,1.6 TDI 115ch FAP Style,Diesel,109537.0,2018,Manuelle,15499.0,115.0,0,1,1,1,1,1,0,1
10322,DACIA,Duster,1.5 Blue dCi 115ch Prestige 4x2 E6U,Diesel,46335.0,2020,Manuelle,15499.0,115.0,0,1,0,1,1,1,1,1
10323,RENAULT,Clio,1.3 TCe 130ch FAP RS Line EDC,Essence,26120.0,2020,Automatique,15499.0,130.0,0,1,1,1,1,1,0,1
10324,BMW,Serie 2 Active Tourer,225e 245ch xDrive M Sport DKG7,Hybride R,19500.0,2023,Automatique,15499.0,245.0,0,0,0,1,1,1,0,1
10325,RENAULT,Captur,1.5 Blue dCi 115ch Intens EDC,Diesel,89596.0,2020,Automatique,15499.0,115.0,0,1,1,1,1,1,0,1
10326,CITROEN,C3 Aircross,PureTech 110ch S&S Shine Business E6.d 6cv,Essence,28729.0,2020,Manuelle,15499.0,110.0,0,1,0,1,1,1,0,1
10327,PEUGEOT,208,1.2 PureTech 100ch S&S Allure,Essence,1520.0,2023,Manuelle,15499.0,100.0,0,1,1,1,1,1,0,1
10328,CITROEN,C4,BlueHDi 110ch S&S Feel,Diesel,17978.0,2022,Manuelle,15499.0,110.0,0,1,1,1,1,1,0,1
10329,AUDI,Q2,35 TFSI 150ch S line,Essence,11000.0,2023,Manuelle,15499.0,150.0,0,0,0,1,1,1,1,1
10330,DACIA,Sandero,1.0 TCe 110ch Stepway Expression +,Essence,15286.0,2023,Manuelle,15499.0,110.0,0,0,1,1,1,1,1,1
10331,DS,Ds 3 Crossback,PureTech 130ch Grand Chic Automatique 7cv,Essence,29500.0,2021,Automatique,15499.0,130.0,0,0,0,1,1,1,1,1
10332,RENAULT,Kadjar,1.3 TCe 140ch FAP Techno,Essence,33967.0,2022,Manuelle,15499.0,140.0,0,0,1,1,1,1,1,1
10333,VOLVO,V90,T8 Twin Engine 303 + 87ch Inscription Luxe Geartronic,Hybride R,147500.0,2019,Automatique,15499.0,87.0,0,0,0,1,1,1,1,1
10334,RENAULT,Captur,1.6 E-Tech hybride 145ch Business -21,Hybride,22380.0,2022,Automatique,20499.0,145.0,0,0,1,1,1,1,1,1
10335,RENAULT,Clio,1.0 TCe 100ch Business GPL -21N,Gpl,16804.0,2022,Manuelle,20499.0,100.0,0,1,1,1,1,0,0,1
10336,MINI,Cabrio,Cooper 136ch BVA7,Essence,44000.0,2018,Automatique,20499.0,136.0,0,1,0,0,1,0,0,1
10337,TOYOTA,Yaris Cross,116h Trail AWD-i MY22,Hybride,3991.0,2023,Automatique,20499.0,141.74541864139022,0,0,0,1,1,1,1,1
10338,CITROEN,C3 Aircross,BlueHDi 100ch Shine,Diesel,100622.0,2018,Manuelle,20499.0,100.0,0,1,0,1,1,1,0,1
10339,PEUGEOT,208,e-208 136ch Roadtrip,Electrique,46369.0,2021,Automatique,20499.0,136.0,0,0,0,1,1,1,1,1
10340,PEUGEOT,5008,1.5 BlueHDi 130ch S&S Allure Pack,Diesel,41459.0,2022,Manuelle,20499.0,130.0,0,0,1,1,1,1,1,1
10341,CITROEN,C1,VTi 68 Feel 5p,Essence,44500.0,2015,Manuelle,20499.0,141.74541864139022,0,1,0,0,0,0,0,0
10342,PEUGEOT,2008,1.2 PureTech 130ch E6.c GT Line S&S,Essence,36810.0,2019,Manuelle,20499.0,130.0,0,1,1,1,0,1,0,1
10343,PEUGEOT,308 Sw,1.5 BlueHDi 130ch S&S Tech Edition EAT8,Diesel,91668.0,2019,Automatique,20499.0,130.0,0,1,0,1,1,1,0,1
10344,KIA,Niro,EV 204ch Premium,Electrique,9500.0,2023,Automatique,20499.0,204.0,0,0,1,1,1,1,1,1
10345,SUZUKI,Jimny,1.5 VVT Privilège,Essence,1000.0,2024,Manuelle,20499.0,141.74541864139022,0,0,0,1,1,0,0,0
10346,FORD,C-Max,1.0 EcoBoost 125ch Stop&Start Titanium Euro6.2,Essence,99180.0,2018,Manuelle,20499.0,125.0,0,1,0,1,1,1,0,1
10347,PEUGEOT,2008,1.2 PureTech 130ch S&S Style,Essence,41080.0,2022,Manuelle,20499.0,130.0,0,1,1,1,1,1,0,1
10348,PEUGEOT,2008,1.2 PureTech 130ch Crossway S&S,Essence,97528.0,2017,Manuelle,20499.0,130.0,0,0,1,1,0,1,1,1
10349,PEUGEOT,208,1.2 PureTech 100ch S&S Style 118g,Essence,32716.0,2021,Manuelle,20499.0,100.0,0,1,1,1,1,0,0,1
10350,PEUGEOT,308 Sw,1.5 BlueHDi 130ch S&S Allure Pack EAT8,Diesel,11455.0,2023,Automatique,20499.0,130.0,0,1,1,1,0,1,1,1
10351,PEUGEOT,3008,1.2 PureTech 130ch E6.c Active S&S EAT8,Essence,58098.0,2019,Automatique,20499.0,130.0,0,1,0,1,1,1,0,1
10352,VOLKSWAGEN,Passat Sw,1.4 TSI 218ch Hybride Rechargeable GTE DSG6 8cv,Hybride R,5000.0,2023,Automatique,20499.0,218.0,0,0,0,1,1,1,1,1
10353,RENAULT,Captur,1.0 TCe 90ch Business -21,Essence,52473.0,2021,Manuelle,20499.0,90.0,0,1,1,1,1,0,1,1
10354,OPEL,Mokka,1.2 Turbo 130ch Edition,Essence,11813.0,2022,Manuelle,20499.0,130.0,0,1,1,1,1,0,0,0
10355,CITROEN,C3,1.2 PureTech 83ch S&S Shine,Essence,4000.0,2023,Manuelle,20499.0,83.0,0,0,0,1,1,1,1,1
10356,SUZUKI,S-Cross,1.5 Dualjet Hybrid 102ch Privilège Auto,Hybride,10.0,2024,Automatique,20499.0,102.0,0,0,1,1,1,1,1,1
10357,RENAULT,Clio,1.0 TCe 90ch Limited -21N,Essence,10747.0,2022,Manuelle,20499.0,90.0,0,1,1,1,1,0,0,1
