,mark,model,description,fuel,km,year,gearbox,price,power,isautoscout,isofix,led,cruise_control,bluetooth,auto_clim,rear_cam,rear_rad
21474,RENAULT,Kangoo,Kangoo 1.5 DCi Fourgon,Diesel,95000.0,2018,Manuelle,11230.0,75.0,1,1,0,1,1,0,0,0
21475,RENAULT,ZOE,R110 Zen,Electrique,40000.0,2020,Automatique,13000.0,110.0,1,1,1,1,1,0,0,0
21476,MAZDA,CX-30,2.0 E-SKYACTIV-G M-HYBRID 122CH 2022,Essence,24800.0,2022,Manuelle,20890.0,124.0,1,0,1,1,1,1,1,1
21477,RENAULT,Scenic,1.9 dci 105 cv aigle,Diesel,64000.0,2002,Manuelle,5490.0,171.2730640535373,1,0,0,1,1,1,1,1
21478,SUZUKI,Vitara,1.6 JX 3P,Essence,134668.0,1999,Manuelle,9500.0,75.0,1,1,0,1,1,0,0,0
21479,FORD,Mustang,CABRIOLET V6,Essence,83295.0,1985,Automatique,12000.0,171.2730640535373,1,0,1,1,1,1,1,1
21480,OPEL,Corsa,1.2 Turbo 100 Edition LED Kam PDC,Essence,10.0,2024,Manuelle,18543.0,101.0,1,1,1,1,1,0,0,0
21481,FORD,Transit,CUSTOM 2.0 130 TRAIL PLUS,Diesel,9990.0,2022,Manuelle,40980.0,171.2730640535373,1,0,0,1,1,0,0,0
21482,MERCEDES-BENZ,C 180,Classe Coupé 9G-Tronic Sportline,Essence,62390.0,2018,Automatique,28900.0,156.0,1,0,0,1,1,1,1,1
21483,MERCEDES-BENZ,GLC 300,GLC 300 de 4MATIC Coupé AMG Line Exterieur/Navi,Électrique/Diesel,19005.0,2023,Automatique,72990.0,194.0,1,0,0,1,1,1,1,1
21484,FORD,Puma,1.5 EcoBoost 200ch S\u0026S ST,Essence,5000.0,2023,Manuelle,35950.0,203.0,1,1,1,1,0,1,1,1
21485,PORSCHE,Macan,Turbo 3.6 V6 400 ch PDK,Essence,87000.0,2016,Manuelle,38500.0,400.0,1,0,1,1,1,1,1,1
21486,MERCEDES-BENZ,A 180,180 D INSPIRATION,Diesel,98995.0,2018,Manuelle,16980.0,110.0,1,1,0,1,1,1,0,1
21487,MERCEDES-BENZ,CLA 180,I Aut. AMG Shooting Break Navi LED ALU,Essence,70285.0,2018,Automatique,21990.0,156.0,1,0,0,1,1,1,1,1
21488,OPEL,Corsa,1.2 Turbo 100ch Elegance Business,Essence,7493.0,2022,Manuelle,15000.0,102.0,1,1,1,1,1,1,0,1
21489,BMW,116,1-serie 116d NAVI AIRCO ALU,Diesel,69019.0,2018,Manuelle,14750.0,116.0,1,1,0,1,1,1,0,1
21490,VOLVO,XC60,D4 AWD 190 ch Signature Edition Geartronic A,Diesel,102710.0,2017,Automatique,25900.0,190.0,1,0,0,1,1,1,1,1
21491,VOLKSWAGEN,Caddy,1.6 CR TDi*GARANTIE 12M*CARNET*CAR PASS*,Diesel,145886.0,2012,Manuelle,8950.0,75.0,1,1,0,1,1,0,0,0
21492,TESLA,Model S,60 DM Supercharge gratuite à vie,Electrique,125000.0,2017,Automatique,31495.0,525.0,1,0,0,1,1,1,1,1
21493,AUDI,A4,V (B9) 1.4 TFSI 150ch S line S tronic 7,Essence,95100.0,2018,Automatique,27999.0,151.0,1,0,0,1,1,1,1,1
21494,PEUGEOT,206,1.4 HDI TRENDY 5P,Diesel,137500.0,2010,Manuelle,4900.0,171.2730640535373,1,0,1,1,1,1,0,0
21495,TOYOTA,Yaris,90 D-4D France 5p,Diesel,110729.0,2016,Manuelle,10499.0,171.2730640535373,1,0,0,1,1,1,1,1
21496,PEUGEOT,3008,GT Line **GARANTIE 24 MOIS**,Essence,57036.0,2019,Manuelle,24990.0,131.0,1,0,1,1,1,1,0,1
21497,RENAULT,Trafic,L2H1 1300 1.6 dCi 95ch Grand Confort E6,Diesel,49150.0,2020,Manuelle,21500.0,97.0,1,1,0,1,1,0,0,0
21498,VOLKSWAGEN,Polo,V 1.2 TSI 90 Confortline,Essence,89411.0,2014,Manuelle,9790.0,90.0,1,1,0,1,1,1,0,0
21499,MERCEDES-BENZ,GLA 200,progessive line,Diesel,68100.0,2020,Automatique,37900.0,171.2730640535373,1,0,0,1,1,1,1,1
21500,AUDI,Q3,SPORTBACK 35 TFSI S-TRONIC S-LINE CUIR LED GPS ACC,Essence,31846.0,2020,Automatique,35990.0,150.0,1,0,0,1,1,1,1,1
21501,MERCEDES-BENZ,A 180,Mercedes classe A 180D 116CH AMG Line 7G-DCT,Diesel,50000.0,2018,Automatique,27500.0,116.0,1,0,0,1,1,1,1,1
21502,VOLVO,XC60,B4 AdBlue AWD 197ch Inscription Luxe Geartronic,Autres,80250.0,2019,Automatique,40998.0,200.0,1,0,0,1,1,1,1,1
21503,SUZUKI,Vitara,1.4 Hybrid Comfort+ Cuir LED GPS,Essence,10.0,2022,Manuelle,20660.0,129.0,1,0,0,1,1,1,1,1
21504,OPEL,Astra,SW 1.6 CDTI 110 CV,Diesel,139000.0,2015,Manuelle,6990.0,110.0,1,1,0,1,1,1,0,0
21505,AUDI,A3,1.4 TFSI e-tron Sportback basis,Électrique/Essence,46000.0,2017,Automatique,19300.0,150.0,1,1,0,1,1,1,0,1
21506,CITROEN,DS,Crossback E-Tense 1.6 THP 16V 300 Plug in Hybrid 4,Autres,48000.0,2021,Automatique,39900.0,300.0,1,0,0,1,1,1,1,1
21507,BMW,530,Serie 5 Touring dA xDrive 258ch M Sport,Diesel,9300.0,2013,Automatique,66320.0,262.0,1,0,0,1,1,1,1,1
21508,PEUGEOT,308,1.5 BLUEHDI 130CH S\u0026S STYLE,Diesel,80074.0,2021,Manuelle,16490.0,133.0,1,1,0,1,1,1,0,1
21509,RENAULT,Trafic,Van extra longue 9 places,Diesel,39672.0,2016,Manuelle,23990.0,125.0,1,0,0,1,1,0,0,0
21510,TOYOTA,C-HR,C-HR Hybride 1.8L (122ch),Électrique/Essence,10.0,2022,Automatique,28990.0,98.0,1,0,1,1,1,1,1,1
21511,BMW,i3,170ch 120Ah iLife Atelier,Electrique,40072.0,2020,Automatique,22500.0,173.0,1,0,0,1,1,1,1,1
21512,PORSCHE,Cayman,S 3.4i 320 PDK,Essence,163000.0,2009,Automatique,34987.0,320.0,1,0,0,1,1,1,1,1
21513,PEUGEOT,208,1.6 BLUEHDI 75CH PREMIUM,Diesel,191900.0,2017,Manuelle,4990.0,76.0,1,1,0,1,0,0,0,1
21514,RENAULT,Kangoo,Beau dci 2007 alize pack reprise possible,Diesel,130000.0,2007,Manuelle,5700.0,171.2730640535373,1,0,1,1,1,1,1,1
21515,NISSAN,Qashqai,1.6 DCI 130CH FAP STOP\u0026START TEKNA,Diesel,149900.0,2012,Manuelle,7990.0,132.0,1,0,0,1,1,1,1,1
21516,BMW,318,318dA Touring 2.0 150cv Auto SPORT-LINE,Diesel,40000.0,2021,Automatique,33470.0,150.0,1,1,1,1,1,1,1,0
21517,NISSAN,Juke,1.2 DIG-T 115ch N-Connecta,Essence,79829.0,2018,Manuelle,12400.0,117.0,1,1,1,1,1,1,0,0
21518,VOLKSWAGEN,Arteon,R-Line,Diesel,21844.0,2023,Automatique,39620.0,200.0,1,0,0,1,1,1,1,1
21519,MERCEDES-BENZ,CL,220 d 7-G DCT Fascination,Diesel,109800.0,2017,Automatique,22490.0,177.0,1,1,1,1,1,1,0,1
21520,PEUGEOT,3008,II BlueHDi 130 EAT8 S&S GT-Line,Diesel,105850.0,2018,Automatique,19990.0,131.0,1,1,0,1,1,1,0,1
21521,AUDI,A4,-45% 50 TDI 286CV BVA 4x4+TOIT OUV+GPS+OPTS,Diesel,20885.0,2022,Automatique,40090.0,286.0,1,0,1,1,1,1,1,1
21522,RENAULT,Arkana,1.6 E-Tech hybride 145ch Engineered -22,Autres,20000.0,2023,Automatique,33890.0,95.0,1,0,1,1,1,1,1,1
21523,TOYOTA,Yaris,1.4 - 90 D-4D Confort,Diesel,205800.0,2009,Manuelle,3200.0,90.0,1,1,0,1,1,0,0,0
21524,VOLKSWAGEN,T-Roc,Style **24 MOIS DE GARANTIE**,Essence,53664.0,2020,Manuelle,23690.0,150.0,1,0,0,1,1,1,1,1
21525,BMW,i3,170 ch UrbanLife Atelier A,Electrique,47000.0,2016,Automatique,14990.0,170.0,1,1,0,1,1,1,0,1
21526,HYUNDAI,TUCSON,1.6 CRDI 115ch Creative,Diesel,64526.0,2019,Manuelle,18999.0,117.0,1,0,1,1,1,1,1,1
21527,DACIA,Duster,1.0 TCe 100ch Access 121g 4x2 - 19,Essence,70133.0,2019,Manuelle,12990.0,171.2730640535373,1,1,0,1,1,1,1,1
21528,VOLKSWAGEN,Bora,1.9 TDI - 115,Diesel,232000.0,2001,Manuelle,1000.0,114.0,1,1,0,1,1,1,0,1
21529,FORD,Mustang,FASTBACK VI BULLITT BLACK SHADOW EDITION,Essence,42000.0,2019,Manuelle,65900.0,460.0,1,0,0,1,1,1,1,1
21530,MERCEDES-BENZ,A 160,d EURO 6b PACK AMG LINE /AUTO /CAMERA /GPS NAVI,Diesel,170000.0,2018,Automatique,13450.0,90.0,1,1,1,1,1,1,1,0
21531,PEUGEOT,2008,1.2 PureTech 110ch Crossway S\u0026S EAT6,Essence,53750.0,2016,Automatique,13499.0,111.0,1,0,1,1,0,1,1,1
21532,VOLKSWAGEN,Arteon,2.0 TSI 190 DSG Elegance GPS,Essence,93365.0,2018,Automatique,21988.0,190.0,1,1,1,1,1,1,0,1
21533,VOLKSWAGEN,T6 Multivan,Multivan Court 2.0 TDI 150 DSG7 Life FRANCE,Diesel,30000.0,2022,Automatique,55990.0,197.0,1,0,1,1,1,1,1,1
21534,NISSAN,Qashqai,1.5 dCi 115ch Tekna 2019 Euro6-EVAP,Diesel,83911.0,2020,Manuelle,18999.0,171.2730640535373,1,0,1,1,1,1,1,1
21535,NISSAN,Qashqai,1.3 DIG-T 140ch Acenta Euro6d-T,Essence,66000.0,2019,Manuelle,16490.0,171.2730640535373,1,1,0,1,1,1,1,1
21536,MERCEDES-BENZ,CLA 250,Classe Fascination 7-G DCT A,Essence,66000.0,2013,Automatique,28500.0,211.0,1,0,0,1,1,1,1,1
21537,FORD,C-Max,*1-PROPRIETAIRE*EURO-6b*NAVIGATION*CLIMATISATION*,Essence,95000.0,2018,Manuelle,9990.0,101.0,1,1,0,1,1,0,0,1
21538,RENAULT,Clio,intense 1.0i - 12V TURBO TCE 90,Essence,27341.0,2021,Manuelle,13990.0,92.0,1,1,1,1,1,1,0,1
21539,DACIA,Sandero,1.0 ECO-G 100ch Essential,GPL,6387.0,2023,Manuelle,14799.0,171.2730640535373,1,1,1,1,1,0,0,1
21540,PEUGEOT,3008,-32% 1.5 HDI 130CV +GPS+CAM+FULL LED+OPTIONS,Diesel,7441.0,2022,Manuelle,26950.0,131.0,1,0,1,1,1,1,1,1
21541,RENAULT,Twingo,Electric Life R80 Achat Intégral,Electrique,36251.0,2021,Automatique,12499.0,171.2730640535373,1,1,0,0,0,0,0,0
21542,PEUGEOT,5008,1.6 HDi 115ch Family Pack,Diesel,120000.0,2013,Manuelle,9950.0,116.0,1,0,0,1,1,1,0,1
21543,VOLVO,V90,D3 GEARTRONIC MOMENTUM PRO - LEDER - LED - NAVI -,Diesel,98957.0,2020,Automatique,25995.0,150.0,1,1,1,1,1,1,0,0
21544,VOLKSWAGEN,Polo GTI,2.0 TSI 200 S&S DSG6,Essence,109000.0,2019,Automatique,18500.0,200.0,1,1,1,1,1,1,0,1
21545,PEUGEOT,108,VTi 72 Collection S&S 4cv 5p,Essence,5.0,2021,Manuelle,13880.0,73.0,1,1,1,1,1,0,0,1
21546,FORD,Mustang,GT5.0 PREMIUM PAKET CERVINI Hors homologation 4500,Essence,54889.0,2014,Automatique,27450.0,424.0,1,0,1,1,1,1,1,0
21547,VOLKSWAGEN,Beetle,1.2 TSI BMT* CUP Edition* LED jour* Clim bi-zone,Essence,20500.0,2015,Manuelle,25900.0,105.0,1,1,0,1,1,0,0,0
21548,TESLA,Model X,Plaid 1020 cv,Electrique,15500.0,2023,Automatique,99500.0,20.0,1,0,0,1,1,1,1,1
21549,RENAULT,Kangoo,1.5 dCi Privilege,Diesel,249000.0,2009,Manuelle,3150.0,86.0,1,1,0,1,1,0,0,0
21550,OPEL,Crossland X,1.2i Turbo 110 BVA X Design 120 ans,Essence,64355.0,2018,Automatique,12990.0,110.0,1,0,0,1,1,1,1,1
21551,VOLKSWAGEN,Jetta,1.9 TDI Man. - Airco - Goede Staat,Diesel,288572.0,2008,Manuelle,2750.0,105.0,1,1,0,1,1,0,0,0
21552,BMW,730,SERIE 7 F01/F02/F04 (11/2008-07/2012) Exclusive A,Diesel,90300.0,2011,Automatique,20800.0,245.0,1,0,0,1,1,1,1,1
21553,PORSCHE,Panamera,TURBO S V8 680CV E-HYBRID - TVA LOA,Électrique/Essence,29700.0,2018,Automatique,149990.0,549.0,1,0,0,1,1,1,1,1
21554,SUZUKI,Vitara,1.6 VVT Privilège,Essence,147000.0,2016,Manuelle,10600.0,120.0,1,1,0,1,1,1,1,1
21555,SUZUKI,Vitara,1.4 Boosterjet Auto Allgrip Style,Essence,46000.0,2019,Automatique,20750.0,140.0,1,0,0,1,1,1,1,1
21556,FORD,Puma,1.0 EcoBoost 125ch mHEV ST-Line X 6cv,Électrique/Essence,58413.0,2021,Manuelle,19499.0,171.2730640535373,1,1,0,1,1,1,0,1
21557,CITROEN,C2,1.1i VO: 304,Essence,92024.0,2005,Manuelle,4980.0,60.0,1,1,0,1,1,0,0,0
21558,AUDI,Q2,35 TFSI COD 150 S tronic 7 Design,Essence,27668.0,2021,Automatique,31490.0,150.0,1,1,1,1,1,1,0,1
21559,MERCEDES-BENZ,E 220,CDI COUPÉ PACK SPORT AMG,Diesel,71000.0,2017,Automatique,27900.0,170.0,1,1,1,1,1,1,0,1
21560,HYUNDAI,TUCSON,1.6 CRDI 136CH EXECUTIVE DCT-7,Diesel,66250.0,2019,Automatique,23990.0,137.0,1,0,1,1,1,1,1,1
21561,BMW,420,CabrioMsportNavproCamera,Essence,22219.0,2023,Automatique,46300.0,184.0,1,0,0,1,1,1,1,1
21562,PORSCHE,Boxster,(981) 3.8 375CH SPYDER,Essence,38600.0,2015,Manuelle,107990.0,381.0,1,1,0,1,1,1,0,0
21563,HYUNDAI,KONA,Kona Electrique 39 kWh 136 Intuitive,Electrique,4049.0,2021,Automatique,27900.0,136.0,1,0,1,1,1,1,1,1
21564,RENAULT,Grand Scenic,limited dci 120 7pl.,Diesel,59033.0,2019,Manuelle,19490.0,120.0,1,0,0,1,1,0,0,0
21565,RENAULT,Clio,1.2 TCe 120ch energy Limited EDC Euro6 2015,Essence,92935.0,2015,Automatique,10999.0,171.2730640535373,1,0,0,1,1,1,1,1
21566,VOLVO,S90,2.0 D4 MOMENTUM - LEDER - NAVI - KEYLESS,Diesel,138139.0,2017,Automatique,20995.0,190.0,1,0,0,1,1,1,1,1
21567,NISSAN,X-Trail,e-Power 204ch Tekna,Autres,8500.0,2023,Automatique,47729.0,207.0,1,0,0,1,1,1,1,1
21568,DACIA,Duster,1.3 TCe 130ch FAP Confort 4x2,Essence,100.0,2022,Manuelle,17499.0,132.0,1,1,0,1,1,0,0,1
21569,PEUGEOT,508,BlueHDi 130 ch S,Diesel,198000.0,2019,Automatique,13500.0,131.0,1,1,0,1,0,1,0,0
21570,RENAULT,Twingo,E-Tech Electric Techno R80 Achat Intégral,Electrique,1304.0,2022,Automatique,16799.0,171.2730640535373,1,1,0,1,1,1,1,1
21571,OPEL,Corsa,1.2 75 CH BVM5 EDITION,Essence,19641.0,2021,Manuelle,12499.0,75.0,1,1,1,1,1,0,0,1
21572,FORD,Mustang,5.0 V8 GT Performance BremboHors homologation 4500,Essence,69006.0,2017,Automatique,31999.0,420.0,1,0,0,1,1,1,1,1
21573,TOYOTA,Yaris,116h Iconic 5p,Électrique/Essence,36000.0,2020,Automatique,20299.0,171.2730640535373,1,0,1,1,1,1,1,0
21574,OPEL,Corsa,1.3 CDTI Enjoy,Diesel,182000.0,2004,Manuelle,3490.0,69.0,1,1,0,0,1,0,0,0
21575,VOLKSWAGEN,Polo,1.6 TDI 90 CR FAP Trendline,Diesel,134704.0,2011,Manuelle,7800.0,90.0,1,1,0,1,1,0,0,0
21576,PEUGEOT,3008,Puretech 130 EAT8 Active +GPS,Essence,63065.0,2019,Automatique,16300.0,131.0,1,1,0,1,1,1,0,1
21577,RENAULT,Kadjar,1.2 TCe 130ch energy Intens,Essence,97099.0,2017,Manuelle,12999.0,171.2730640535373,1,0,1,1,1,1,1,1
21578,VOLVO,XC60,T8 Twin Engine 303 + 87ch R-Design Geartronic,Autres,99657.0,2018,Automatique,42500.0,307.0,1,0,0,1,1,1,1,1
21579,DACIA,Sandero,Stepway 1.5 dCi 90 ch Ambiance,Diesel,83500.0,2016,Manuelle,11990.0,91.0,1,1,0,1,1,0,0,0
21580,VOLKSWAGEN,Touran,1.6 TDI 115 BMT Allstar 7pl,Diesel,225000.0,2016,Manuelle,11000.0,116.0,1,0,0,0,0,0,0,0
21581,DACIA,Sandero,TCe 90 Stepway Navy 19.000 KM,Essence,19800.0,2018,Manuelle,11499.0,91.0,1,1,0,1,1,0,0,0
21582,VOLKSWAGEN,Polo,Style/Matrix/Park.Ass/Virtual,Essence,17346.0,2023,Manuelle,19990.0,95.0,1,0,0,1,1,0,0,1
21583,OPEL,Corsa,1.2 Twinport Cosmo,Essence,240041.0,2005,Manuelle,2500.0,80.0,1,1,0,1,1,1,0,0
21584,OPEL,Astra,1.2 Turbo 130 ch BVA8 Elegance Business,Essence,100.0,2023,Automatique,28990.0,131.0,1,0,1,1,1,1,1,1
21585,PEUGEOT,2008,1.2 PureTech 100ch S\u0026S Active Business 5cv,Essence,48740.0,2021,Manuelle,15890.0,103.0,1,1,1,1,1,1,0,1
21586,BMW,430,i M Sport / Laserlicht / M4 Sportzetels / Head Up,Essence,52000.0,2020,Automatique,39900.0,258.0,1,0,1,1,1,1,1,1
21587,TOYOTA,Yaris,116h Première 5p,Autres,36493.0,2020,Automatique,20000.0,171.2730640535373,1,0,0,1,1,1,1,1
21588,FORD,Puma,1.0 EcoBoost 125 ch mHEV S,Essence,39500.0,2020,Automatique,19990.0,125.0,1,1,0,1,1,0,0,1
21589,OPEL,Astra,V 1.5 Diesel 122 ch Auto GS LINE,Diesel,30695.0,2021,Automatique,19590.0,122.0,1,1,0,1,0,1,1,1
21590,HYUNDAI,KONA,Electric 64kWh - 204ch Intuitive,Electrique,35653.0,2021,Automatique,23980.0,207.0,1,0,0,1,1,1,1,1
21591,TOYOTA,C-HR,2.0 Hybrid GR-Sport 184 ch - Garantie 1an,Électrique/Essence,41500.0,2021,Automatique,26250.0,152.0,1,0,1,1,1,1,1,1
21592,RENAULT,Trafic,1.5 Energy dCi - 110 - S\u0026S 9 places COMBI L2H,Diesel,70.0,2023,Manuelle,42980.0,171.2730640535373,1,0,1,1,1,0,0,0
21593,MITSUBISHI,ASX,1.0 MPI-T 90 AppCo Cam Regulator,Essence,10.0,2024,Manuelle,19733.0,91.0,1,1,0,1,1,0,0,0
21594,MERCEDES-BENZ,GLC 63 AMG,63 AMG S 510CH 4MATIC+ 9G-TRONIC EURO6D-T,Essence,37601.0,2018,Semi-automatique,83490.0,518.0,1,0,0,1,1,1,1,1
21595,PORSCHE,Boxster,3.4i S 315 ch PDK,Essence,118000.0,2013,Automatique,47000.0,315.0,1,0,0,1,1,1,1,1
21596,NISSAN,Primastar,COMBI L2H1 2.0 DCI 170 S\u0026S DCT N-CONNECTA 8PL,Diesel,680.0,2023,Automatique,41900.0,170.0,1,0,1,1,1,1,1,1
21597,RENAULT,Kadjar,1.5 Blue dCi 115ch Business EDC- 21,Diesel,14106.0,2022,Manuelle,24299.0,171.2730640535373,1,0,1,1,1,1,1,1
21598,OPEL,Crossland X,1.6 D,Diesel,95838.0,2018,Manuelle,10490.0,101.0,1,0,0,1,1,0,0,0
21599,MERCEDES-BENZ,A 180,CDI DCT 116 BUSINESS SOLUTION,Diesel,85000.0,2019,Automatique,22900.0,116.0,1,1,1,1,1,1,1,0
21600,MERCEDES-BENZ,GLA 200,200 D FASCINATION,Diesel,137650.0,2016,Manuelle,17490.0,136.0,1,0,1,1,1,1,1,1
21601,VOLKSWAGEN,T-Roc,4 Motion 2.0 TSI R-Line 190ch,Essence,75000.0,2020,Automatique,25000.0,189.0,1,1,1,1,1,1,0,1
21602,PORSCHE,Macan,DIESEL,Diesel,136800.0,2017,Automatique,41990.0,258.0,1,0,0,1,1,1,1,1
21603,AUDI,A3,30 TDi 116 Ch 48.000 Kms CAMERA / GPS/ TEL,Diesel,48000.0,2020,Manuelle,22990.0,116.0,1,1,0,1,1,1,0,1
21604,SKODA,Octavia,RS/LED/Navi/Virtual,Essence,20433.0,2023,Manuelle,37990.0,245.0,1,0,0,1,1,1,1,1
21605,MERCEDES-BENZ,G 63 AMG,4-Matic SPEEDSHIFT PLUS 9G-TRONIC,Essence,17800.0,2022,Automatique,195000.0,585.0,1,0,0,1,1,1,1,1
21606,DACIA,Duster,1.5 dCi 110ch Prestige 4X2,Diesel,91671.0,2018,Manuelle,13999.0,171.2730640535373,1,1,0,1,1,1,1,1
21607,FORD,Mondeo,GHIA,Diesel,222000.0,2007,Manuelle,3999.0,140.0,1,0,0,1,0,1,0,1
21608,PEUGEOT,5008,"1.6 HDi, 7PLACES, TOIT PANO, GARANTIE 1AN",Diesel,145270.0,2011,Manuelle,8490.0,111.0,1,0,0,1,1,1,0,1
21609,HYUNDAI,TUCSON,1.6 T-GDi 230ch Hybrid N Line Executive BVA6,Autres,1000.0,2024,Automatique,38990.0,182.0,1,0,0,1,1,1,1,1
21610,TOYOTA,Yaris,IV 1.5 VVT-I 120 France Business,Essence,41983.0,2020,Manuelle,12990.0,125.0,1,1,0,0,1,0,1,0
21611,MERCEDES-BENZ,E 220,220 D 194CH AMG LINE 9G-TRONIC,Diesel,106577.0,2019,Automatique,33290.0,194.0,1,0,0,1,1,1,1,1
21612,VOLVO,XC60,D4 AWD 190CV BUSINESS EXECUTIVE GEARTRONIC,Diesel,77500.0,2019,Semi-automatique,33490.0,193.0,1,0,0,1,1,1,1,1
21613,DACIA,Lodgy,7 Places Stepway Blue dCi 115,Diesel,10.0,2022,Manuelle,22990.0,116.0,1,0,0,1,0,0,0,1
21614,PORSCHE,Cayenne,3.0 V6 462ch E-Hybrid,Autres,29360.0,2021,Automatique,93980.0,345.0,1,0,0,1,1,1,1,1
21615,CITROEN,Berlingo,1.6 HDI M GALLERIE GPS/ CARPLAY / TEL,Diesel,87000.0,2019,Manuelle,11660.0,75.0,1,1,0,1,1,0,0,0
21616,PEUGEOT,508,2.0 BlueHDi180 FAP Féline EAT6,Diesel,135000.0,2014,Automatique,11799.0,171.2730640535373,1,0,1,1,0,1,1,1
21617,PORSCHE,Cayenne,Hybrid essence 462 V,Autres,0.0,2021,Automatique,99900.0,464.0,1,0,0,1,1,1,1,1
21618,NISSAN,Qashqai,NISSAN QASHQAI GENERATION-II 1.5 DCI 110 CONNECT E,Diesel,141130.0,2015,Manuelle,11990.0,171.2730640535373,1,0,0,1,1,1,1,1
21619,RENAULT,Clio,1.0 TCe 90ch Techno,Essence,16279.0,2023,Manuelle,19499.0,171.2730640535373,1,0,1,1,1,1,1,1
21620,BMW,M5,F90 V8 4.4 Bi-Turbo 600 ch M Steptronic SOFT CLOSE,Essence,93000.0,2018,Automatique,72990.0,601.0,1,0,0,1,1,1,1,1
21621,TOYOTA,C-HR,122h Dynamic Business 2WD E-CVT + Stage Hybrid Aca,Électrique/Essence,54113.0,2021,Automatique,22499.0,171.2730640535373,1,1,0,1,1,1,1,1
21622,PEUGEOT,208,GENERATION-II 1.2 PURETECH 130 GT LINE EAT BVA STA,Essence,27000.0,2020,Automatique,17989.0,132.0,1,0,0,1,1,1,1,1
21623,FORD,Puma,1.0 Flexifuel 125ch ST-Line X,Essence,27854.0,2021,Manuelle,22499.0,171.2730640535373,1,1,0,1,1,1,0,1
21624,PEUGEOT,206,Filou,Essence,122676.0,2005,Manuelle,3499.0,110.0,1,1,1,1,1,0,0,0
21625,PORSCHE,Panamera,Turbo V8 4.0 460 GTS Sport Turismo PDK,Essence,40639.0,2019,Automatique,104900.0,460.0,1,0,0,1,1,1,1,1
21626,RENAULT,Megane,bose 1.5dci 110ch,Diesel,17000.0,2015,Manuelle,14990.0,171.2730640535373,1,0,0,1,1,1,1,1
21627,OPEL,Movano,L3H2 2.2 BlueHDi S\u0026S - 140 3.5t Fourgon Tolé,Diesel,10.0,2023,Manuelle,37980.0,140.0,1,0,0,1,1,0,0,0
21628,MERCEDES-BENZ,GLC 220,GLC 220 d 4M AMG-Line Night+Multi+Totw+AHK+20\ LED,Diesel,59079.0,2020,Automatique,45990.0,194.0,1,0,0,1,1,1,1,1
21629,NISSAN,Qashqai,N/A 1.6 dCi 130 360,Diesel,127068.0,2013,Manuelle,8450.0,131.0,1,0,0,1,1,1,1,1
21630,RENAULT,Kangoo,1.5 dCi Energy Limited,Diesel,12072.0,2015,Manuelle,13900.0,90.0,1,1,0,1,1,0,0,0
21631,MERCEDES-BENZ,C 180,CGI/Avantgarde/PANO/GPS/CUIR/LED/GARANTIE 12 MOIS,Essence,154000.0,2010,Manuelle,10950.0,156.0,1,1,0,1,1,1,0,0
21632,NISSAN,GT-R,3.8 Turbo V6 Prestige,Essence,10000.0,2018,Automatique,120000.0,570.0,1,0,0,1,1,1,1,1
21633,OPEL,Corsa,1.2 75ch Edition,Essence,13901.0,2023,Manuelle,13499.0,171.2730640535373,1,0,1,1,1,1,1,1
21634,BMW,i3,170ch 120Ah Edition WindMill Atelier,Electrique,3212.0,2021,Automatique,30990.0,173.0,1,0,0,1,1,1,1,1
21635,FORD,EcoSport,1.5 EcoBlue 125ch ST-Line 4x2,Diesel,41707.0,2020,Manuelle,16400.0,126.0,1,1,0,1,1,1,0,1
21636,RENAULT,ZOE,Life Achat INTEGRAL charge normale R110 4cv,Electrique,22457.0,2020,Automatique,14999.0,171.2730640535373,1,1,1,1,1,0,0,0
21637,RENAULT,Twingo,0.9 TCe 95ch Zen - 20,Essence,34535.0,2020,Manuelle,12999.0,171.2730640535373,1,1,0,0,1,0,0,0
21638,BMW,i3,170ch 120Ah Edition WindMill Atelier,Electrique,21587.0,2021,Automatique,22800.0,173.0,1,0,0,1,1,1,1,1
21639,AUDI,A3,A3 Sportback 40 TFSI - 204ch - S-line - Hybride,Pas d'information,31000.0,2021,Automatique,34990.0,171.2730640535373,1,0,1,1,1,1,1,0
21640,OPEL,Combo,D-VAN 1.6 CDTi L1H1 Cosmo 3PL 1erPropriétaire,Diesel,128727.0,2015,Manuelle,7990.0,90.0,1,1,0,1,1,0,0,0
21641,VOLVO,S60,D3 163CV 100000km 1ère Main,Diesel,100000.0,2010,Manuelle,10890.0,163.0,1,0,0,1,1,1,1,1
21642,RENAULT,Scenic,Energy dCi Corporate Edition,Diesel,60248.0,2018,Manuelle,16900.0,110.0,1,1,0,1,1,1,0,1
21643,BMW,X5 M,xDrive30d 258 ch Sport A,Diesel,252000.0,2017,Automatique,17000.0,258.0,1,0,0,1,1,1,1,1
21644,MERCEDES-BENZ,CL,Coupé S 500 - BVA 9G-Tronic - BM 217 4-Matic,Essence,110000.0,2016,Automatique,46900.0,455.0,1,0,0,1,1,1,1,1
21645,PEUGEOT,5008,1.2 PureTech 130ch E6.c Allure Business S\u0026S,Essence,75300.0,2019,Manuelle,22900.0,133.0,1,1,0,1,1,1,0,1
21646,PEUGEOT,208,1.2 PureTech 110ch E6.c GT Line S\u0026S EAT6 5p,Essence,62500.0,2019,Automatique,13999.0,171.2730640535373,1,1,0,1,1,1,0,1
